,total_corner,home_corner_ma,home_tt_coner_ma,away_corner_ma,away_total_corner_ma,home_wide_pass,home_cross,away_wide_pass,away_cross
0,11.0,6.333333333333333,11.333333333333334,5.666666666666667,11.666666666666666,13.0,23.0,11.0,17.333333333333332
1,10.0,6.333333333333333,10.666666666666666,8.666666666666666,10.333333333333334,21.666666666666668,22.333333333333332,26.0,23.666666666666668
2,11.0,3.3333333333333335,8.333333333333334,7.0,11.0,16.666666666666668,21.0,14.333333333333334,21.333333333333332
3,17.0,9.333333333333334,11.666666666666666,12.666666666666666,15.333333333333334,26.0,37.0,36.0,38.0
4,9.0,7.333333333333333,15.333333333333334,5.333333333333333,10.333333333333334,16.0,27.0,16.333333333333332,19.0
5,11.0,5.333333333333333,14.333333333333334,6.666666666666667,12.0,13.0,18.0,17.0,27.0
6,9.0,4.0,8.0,5.0,10.0,16.333333333333332,16.0,11.666666666666666,23.666666666666668
7,11.0,5.666666666666667,7.666666666666667,8.333333333333334,10.333333333333334,22.666666666666668,25.333333333333332,25.666666666666668,29.666666666666668
8,12.0,6.333333333333333,10.0,5.666666666666667,10.0,20.666666666666668,23.333333333333332,15.666666666666666,18.666666666666668
9,16.0,5.333333333333333,10.0,4.0,6.666666666666667,21.666666666666668,19.333333333333332,17.0,13.333333333333334
10,17.0,7.333333333333333,10.666666666666666,4.333333333333333,6.0,18.333333333333332,20.0,18.666666666666668,20.0
11,24.0,6.666666666666667,12.0,2.6666666666666665,9.0,16.333333333333332,20.666666666666668,6.0,17.333333333333332
12,13.0,9.333333333333334,13.666666666666666,3.6666666666666665,13.333333333333334,21.0,31.666666666666668,12.666666666666666,15.0
13,6.0,6.666666666666667,9.333333333333334,6.333333333333333,15.333333333333334,27.0,24.666666666666668,11.333333333333334,12.666666666666666
14,12.0,5.0,6.333333333333333,4.333333333333333,10.333333333333334,26.0,20.0,20.0,19.666666666666668
15,17.0,6.666666666666667,11.333333333333334,2.3333333333333335,11.666666666666666,24.333333333333332,26.0,13.0,15.333333333333334
16,10.0,11.0,12.0,4.0,10.666666666666666,19.333333333333332,26.333333333333332,15.666666666666666,12.0
17,9.0,3.0,12.0,9.0,10.333333333333334,8.0,14.666666666666666,19.666666666666668,22.333333333333332
18,10.0,6.333333333333333,8.666666666666666,3.6666666666666665,8.333333333333334,24.0,20.666666666666668,10.666666666666666,16.0
19,3.0,6.333333333333333,8.666666666666666,4.333333333333333,10.666666666666666,22.333333333333332,20.666666666666668,14.0,19.0
20,13.0,3.3333333333333335,5.333333333333333,4.0,11.333333333333334,21.0,16.333333333333332,10.0,13.666666666666666
21,10.0,5.0,7.666666666666667,4.666666666666667,10.666666666666666,12.0,16.0,12.666666666666666,18.0
22,11.0,5.0,10.333333333333334,4.333333333333333,9.666666666666666,14.666666666666666,21.666666666666668,12.666666666666666,10.666666666666666
23,10.0,6.333333333333333,11.333333333333334,2.0,10.0,27.333333333333332,24.0,10.333333333333334,13.0
24,10.0,9.666666666666666,12.666666666666666,3.6666666666666665,8.666666666666666,23.0,38.333333333333336,19.666666666666668,18.666666666666668
25,12.0,9.666666666666666,12.666666666666666,3.3333333333333335,8.666666666666666,19.333333333333332,34.0,13.666666666666666,18.0
26,3.0,3.6666666666666665,9.666666666666666,9.666666666666666,11.0,7.0,10.333333333333334,26.333333333333332,35.0
27,10.0,4.333333333333333,12.333333333333334,7.0,8.333333333333334,7.666666666666667,20.666666666666668,35.0,24.666666666666668
28,8.0,6.0,8.333333333333334,7.0,9.333333333333334,34.666666666666664,21.666666666666668,15.0,24.666666666666668
29,7.0,3.6666666666666665,7.0,7.0,8.333333333333334,30.0,17.333333333333332,29.666666666666668,15.666666666666666
30,14.0,3.6666666666666665,11.0,5.0,8.333333333333334,8.333333333333334,16.333333333333332,26.333333333333332,20.333333333333332
31,9.0,7.666666666666667,9.666666666666666,2.0,8.333333333333334,24.0,26.333333333333332,12.666666666666666,16.0
32,7.0,4.333333333333333,11.0,8.333333333333334,10.0,12.666666666666666,15.666666666666666,23.666666666666668,27.0
33,7.0,7.333333333333333,10.0,6.333333333333333,10.333333333333334,22.0,24.666666666666668,22.666666666666668,18.0
34,13.0,5.0,7.666666666666667,4.333333333333333,6.333333333333333,20.666666666666668,19.333333333333332,19.666666666666668,21.666666666666668
35,5.0,4.666666666666667,9.0,5.666666666666667,9.0,10.0,22.0,25.666666666666668,22.333333333333332
36,3.0,3.0,11.666666666666666,5.333333333333333,8.333333333333334,6.0,8.0,25.0,21.666666666666668
37,7.0,4.333333333333333,7.0,3.6666666666666665,8.333333333333334,26.0,23.666666666666668,14.666666666666666,22.333333333333332
38,9.0,5.666666666666667,9.333333333333334,4.333333333333333,12.333333333333334,19.333333333333332,19.666666666666668,12.666666666666666,18.333333333333332
39,12.0,7.0,11.333333333333334,5.0,11.666666666666666,18.666666666666668,18.333333333333332,9.0,12.666666666666666
40,10.0,3.6666666666666665,10.0,7.333333333333333,13.0,6.333333333333333,14.0,22.666666666666668,20.0
41,13.0,4.0,13.0,8.333333333333334,14.666666666666666,8.666666666666666,14.0,22.666666666666668,21.666666666666668
42,15.0,8.0,15.0,7.0,15.666666666666666,21.333333333333332,18.333333333333332,12.333333333333334,22.333333333333332
43,12.0,10.666666666666666,14.0,7.333333333333333,14.333333333333334,22.333333333333332,23.0,14.0,32.666666666666664
44,15.0,11.0,13.666666666666666,7.333333333333333,11.666666666666666,20.333333333333332,27.0,26.333333333333332,26.333333333333332
