,total_corner,home_corner_ma,home_tt_coner_ma,away_corner_ma,away_total_corner_ma,home_wide_pass,home_cross,away_wide_pass,away_cross
0,15.0,3.6666666666666665,9.666666666666666,3.3333333333333335,11.666666666666666,10.666666666666666,11.0,16.666666666666668,15.0
1,10.0,4.0,11.0,8.666666666666666,12.333333333333334,11.333333333333334,21.0,15.666666666666666,27.666666666666668
2,7.0,5.666666666666667,8.666666666666666,6.333333333333333,10.0,16.0,19.0,13.333333333333334,23.666666666666668
3,9.0,7.0,11.666666666666666,4.0,10.333333333333334,12.333333333333334,19.666666666666668,12.666666666666666,14.333333333333334
4,9.0,6.333333333333333,8.666666666666666,6.0,11.333333333333334,20.333333333333332,15.666666666666666,15.0,18.333333333333332
5,11.0,5.333333333333333,10.666666666666666,6.666666666666667,11.0,11.333333333333334,14.666666666666666,18.0,20.0
6,5.0,5.666666666666667,12.0,5.666666666666667,9.0,12.0,12.0,22.0,19.333333333333332
7,10.0,4.666666666666667,10.333333333333334,3.3333333333333335,11.333333333333334,14.666666666666666,13.333333333333334,8.0,8.0
8,17.0,5.666666666666667,11.666666666666666,7.333333333333333,13.666666666666666,15.333333333333334,13.333333333333334,25.333333333333332,26.666666666666668
9,14.0,4.0,8.333333333333334,3.6666666666666665,10.666666666666666,12.333333333333334,17.333333333333332,17.666666666666668,13.333333333333334
10,12.0,5.0,10.333333333333334,5.0,8.333333333333334,17.0,17.0,15.333333333333334,17.333333333333332
11,7.0,4.666666666666667,14.666666666666666,6.0,12.0,18.666666666666668,17.333333333333332,16.0,16.333333333333332
12,19.0,3.3333333333333335,10.333333333333334,8.666666666666666,11.0,11.333333333333334,12.0,19.666666666666668,18.0
13,12.0,5.666666666666667,8.0,4.333333333333333,9.666666666666666,24.0,22.0,7.333333333333333,14.666666666666666
14,11.0,6.333333333333333,11.333333333333334,5.666666666666667,11.666666666666666,13.0,23.0,11.0,17.333333333333332
15,9.0,5.666666666666667,12.0,5.333333333333333,11.333333333333334,13.333333333333334,17.666666666666668,12.0,20.666666666666668
16,18.0,6.333333333333333,10.0,4.0,10.666666666666666,13.666666666666666,22.333333333333332,9.666666666666666,15.0
17,8.0,6.666666666666667,12.333333333333334,8.333333333333334,14.666666666666666,16.0,19.666666666666668,16.0,18.333333333333332
18,14.0,4.666666666666667,11.0,5.666666666666667,10.333333333333334,11.666666666666666,15.333333333333334,12.333333333333334,20.0
19,6.0,4.0,12.0,7.0,13.0,19.0,17.333333333333332,17.0,14.0
20,9.0,4.333333333333333,12.0,5.333333333333333,10.666666666666666,8.333333333333334,15.333333333333334,11.0,13.0
21,8.0,4.333333333333333,11.333333333333334,4.0,10.333333333333334,10.0,12.0,11.0,14.666666666666666
22,9.0,9.666666666666666,12.333333333333334,6.666666666666667,11.333333333333334,27.333333333333332,23.0,20.333333333333332,20.333333333333332
23,10.0,5.666666666666667,10.666666666666666,5.333333333333333,12.0,9.0,17.333333333333332,24.666666666666668,21.666666666666668
24,15.0,6.666666666666667,11.333333333333334,7.666666666666667,12.0,16.0,23.666666666666668,14.333333333333334,26.333333333333332
25,10.0,5.0,8.666666666666666,2.0,12.666666666666666,10.666666666666666,16.666666666666668,10.666666666666666,9.0
26,10.0,6.333333333333333,10.333333333333334,4.666666666666667,8.666666666666666,20.0,15.333333333333334,18.666666666666668,19.333333333333332
27,13.0,5.666666666666667,10.333333333333334,6.0,11.0,14.0,15.666666666666666,16.0,20.666666666666668
28,10.0,5.333333333333333,9.333333333333334,6.666666666666667,10.333333333333334,15.666666666666666,15.333333333333334,20.0,26.333333333333332
29,13.0,5.333333333333333,11.666666666666666,1.3333333333333333,9.0,18.666666666666668,13.666666666666666,17.666666666666668,12.666666666666666
30,12.0,5.666666666666667,10.666666666666666,5.0,8.666666666666666,10.0,11.333333333333334,20.333333333333332,15.0
31,10.0,2.6666666666666665,11.333333333333334,6.333333333333333,9.666666666666666,17.0,18.666666666666668,10.666666666666666,18.666666666666668
32,7.0,7.0,13.0,5.333333333333333,9.333333333333334,9.666666666666666,21.0,13.333333333333334,13.0
33,12.0,4.0,11.333333333333334,4.0,10.666666666666666,14.666666666666666,17.0,12.666666666666666,21.0
34,7.0,8.666666666666666,14.333333333333334,9.666666666666666,12.333333333333334,22.0,29.666666666666668,26.666666666666668,27.333333333333332
35,10.0,7.333333333333333,11.666666666666666,2.6666666666666665,13.0,17.333333333333332,16.333333333333332,12.333333333333334,10.0
36,7.0,4.666666666666667,9.666666666666666,2.3333333333333335,8.666666666666666,19.333333333333332,18.0,16.333333333333332,14.333333333333334
37,11.0,6.333333333333333,13.333333333333334,6.0,10.333333333333334,11.0,20.0,18.666666666666668,20.666666666666668
38,9.0,7.0,10.333333333333334,4.0,10.0,13.666666666666666,19.0,10.0,15.666666666666666
39,15.0,4.333333333333333,9.0,7.0,12.666666666666666,13.666666666666666,17.0,21.0,16.0
40,16.0,3.6666666666666665,13.0,4.333333333333333,9.666666666666666,10.0,9.666666666666666,18.666666666666668,23.0
41,16.0,5.333333333333333,9.666666666666666,8.0,12.0,10.666666666666666,18.333333333333332,21.0,27.666666666666668
42,8.0,2.6666666666666665,8.0,4.0,9.666666666666666,16.0,15.333333333333334,14.666666666666666,16.333333333333332
43,10.0,6.333333333333333,10.666666666666666,8.666666666666666,10.333333333333334,21.666666666666668,22.333333333333332,26.0,23.666666666666668
44,14.0,5.666666666666667,8.0,7.0,14.666666666666666,13.333333333333334,15.333333333333334,10.333333333333334,21.0
45,4.0,4.333333333333333,9.333333333333334,4.666666666666667,10.0,19.333333333333332,17.0,15.0,13.333333333333334
46,7.0,5.333333333333333,13.0,5.333333333333333,9.666666666666666,17.666666666666668,23.0,18.666666666666668,17.333333333333332
47,19.0,5.666666666666667,12.0,6.0,11.666666666666666,15.0,14.333333333333334,9.666666666666666,11.333333333333334
48,10.0,7.666666666666667,11.666666666666666,5.0,10.666666666666666,27.333333333333332,27.333333333333332,12.333333333333334,19.0
49,10.0,2.0,9.333333333333334,6.0,12.333333333333334,7.333333333333333,10.666666666666666,12.666666666666666,16.0
50,13.0,5.333333333333333,13.333333333333334,6.0,12.0,10.666666666666666,14.333333333333334,15.333333333333334,14.333333333333334
51,12.0,5.666666666666667,13.0,3.0,7.666666666666667,18.0,23.0,20.333333333333332,15.333333333333334
52,4.0,3.0,10.0,4.333333333333333,9.333333333333334,9.666666666666666,12.666666666666666,18.666666666666668,20.0
53,13.0,4.0,10.0,5.666666666666667,10.0,10.666666666666666,15.333333333333334,8.333333333333334,14.333333333333334
54,13.0,8.666666666666666,12.666666666666666,3.6666666666666665,8.666666666666666,19.666666666666668,28.666666666666668,18.666666666666668,15.666666666666666
55,9.0,4.333333333333333,9.0,5.333333333333333,8.666666666666666,17.666666666666668,13.0,24.333333333333332,23.666666666666668
56,11.0,5.0,8.0,3.0,9.0,19.0,15.666666666666666,7.333333333333333,12.0
57,13.0,7.666666666666667,9.666666666666666,5.666666666666667,12.0,25.0,22.0,10.333333333333334,18.333333333333332
